order_id,client_id,product_id,product_category,order_price,order_timestamp,order_status,payment_method,shipping_method,shipping_cost
72,f673de5a-01eb-4b89-9e24-da20c2c4f85c,P01138,Technology,29.37,2023-01-02 04:14:57,delivered,cash,standard,5.6
73,40064da1-2e29-47e3-81fd-1bccf557e46d,P00410,Snacks,49.92,2023-01-02 00:09:44,delivered,bank_transfer,standard,4.25
74,740df81a-9286-46d7-9ea6-000791389505,P01063,Technology,11.83,2023-01-02 20:46:21,delivered,debit_card,standard,5.74
75,d28ba962-bd74-46f4-b9c7-61c3867d9841,P00841,Personal Care,88.4,2023-01-02 21:44:15,delivered,credit_card,express,10.58
76,36e48bdd-db11-4abe-9526-cfc90e68924d,P00917,Personal Care,56.57,2023-01-02 00:40:22,delivered,cash,standard,5.24
77,145c22df-3579-412e-bc12-b4fce70abaf3,P01245,Technology,7.52,2023-01-02 15:54:41,delivered,credit_card,express,9.34
78,107003d3-54ee-4c8e-bb12-a686ded9c85b,P01073,Technology,17.51,2023-01-02 18:08:13,delivered,cash,standard,4.25
79,6df8b893-f138-472e-9313-bd0a0653c40f,P01073,Technology,17.42,2023-01-02 09:19:10,delivered,cash,standard,3.41
80,687165c3-b489-4e85-8999-6b4b55e5354f,P00058,Beverages,8.02,2023-01-02 17:20:32,delivered,credit_card,standard,4.8
81,1430f30c-32ad-4bd5-8458-9123506ed811,P01213,Technology,72.28,2023-01-02 04:52:48,delivered,debit_card,standard,5.63
82,698a4212-b848-46be-98d6-6f4cc7a925d1,P00773,Personal Care,91.41,2023-01-02 17:46:44,delivered,debit_card,standard,6.47
83,04d2805c-b9d8-4522-b77e-b8c142706c1c,P00706,Household,87.92,2023-01-02 08:38:07,delivered,credit_card,standard,4.63
84,55cd4291-2514-4ecc-a594-38d721ec6a37,P00802,Personal Care,97.49,2023-01-02 22:36:50,delivered,debit_card,express,11.31
85,2154ede3-0b21-49e2-b7b3-a393e7a54eaa,P01101,Technology,47.07,2023-01-02 10:05:46,delivered,debit_card,standard,5.79
86,79e5f955-5063-4024-9d8f-c19e10a15c08,P00289,Snacks,45.6,2023-01-02 01:14:15,delivered,cash,standard,6.07
87,d0fface7-811b-4299-830e-7e23a7ea9396,P00736,Household,49.36,2023-01-02 09:41:47,delivered,bank_transfer,standard,5.83
88,b5475880-4eea-4383-8192-5e2111c34393,P01028,Technology,6.99,2023-01-02 14:49:37,delivered,bank_transfer,standard,4.93
89,66d95fc7-9d34-43e2-aae0-b8e065af7459,P01024,Technology,96.52,2023-01-02 12:05:47,delivered,cash,standard,4.67
90,56ff1ffb-ffaf-4042-a6fd-87e99503b8fb,P00014,Beverages,42.59,2023-01-02 06:30:53,delivered,credit_card,standard,6.06
92,21563118-3d84-4777-bea3-0f1fa3e2cc59,P00819,Personal Care,71.83,2023-01-02 06:48:55,delivered,debit_card,standard,5.35
93,c5fac6a4-b6c8-488d-8e63-53a3657f2c4c,P00364,Snacks,33.2,2023-01-02 16:53:52,delivered,debit_card,standard,4.82
94,1abea374-bc6d-4656-bd7b-deb87daa26b3,P00352,Snacks,86.72,2023-01-02 00:59:29,delivered,paypal,standard,3.68
95,7a145d1f-39c8-4082-92a0-54ac3c0035a4,P00536,Household,87.23,2023-01-02 22:46:26,delivered,cash,standard,4.5
96,1d558b6b-ca22-4131-8771-ca3143f70e98,P00931,Personal Care,69.7,2023-01-02 16:23:35,delivered,bank_transfer,standard,4.34
97,a24a2c52-540f-417a-a7bd-409a0b25d4ad,P00521,Household,85.5,2023-01-02 00:11:22,delivered,credit_card,standard,3.31
98,7594b7fa-9c6f-4fac-9ccf-3fc87e127283,P00475,Snacks,21.68,2023-01-02 06:57:45,delivered,bank_transfer,standard,4.99
99,6dbe6626-3a69-44bd-b5de-62ea4ec873ce,P01174,Technology,82.74,2023-01-02 08:59:58,delivered,paypal,standard,3.68
100,8a0b8920-e857-481b-8bf9-ae3b01e61a6d,P01059,Technology,47.78,2023-01-02 10:25:04,delivered,bank_transfer,pickup,0.0
101,6407f413-d138-4c50-9cc9-b9c29c952650,P00717,Household,64.2,2023-01-02 20:46:46,delivered,paypal,standard,4.4
102,7fc357b3-f5c1-4224-969a-85110cffe00b,P00490,Snacks,53.35,2023-01-02 01:28:52,delivered,debit_card,express,12.39
103,04e9f653-65fc-4527-a61e-a6fe57fbf56e,P01139,Technology,34.47,2023-01-02 01:29:35,delivered,paypal,standard,4.56
104,58b4be2e-8131-4622-a28d-00b781f5915c,P00198,Beverages,85.78,2023-01-02 07:41:48,delivered,credit_card,standard,4.76
105,e63529b2-6919-4bb4-bf02-795db895bfdd,P00951,Personal Care,7.59,2023-01-02 23:49:01,delivered,credit_card,pickup,0.0
106,7ed19579-443d-4be8-9155-3ac9863e9a43,P00597,Household,62.9,2023-01-02 08:23:28,delivered,credit_card,standard,3.68
107,4443b5c0-504c-409d-8528-b5691aa2c0b0,P00091,Beverages,10.64,2023-01-02 17:22:44,delivered,bank_transfer,standard,5.42
108,aa12eeeb-8bc3-4e9a-be02-43403f4b7688,P01045,Technology,71.46,2023-01-02 05:33:26,delivered,cash,standard,4.95
109,a30f9ae4-879f-4a17-9a6a-5799f3842908,P01150,Technology,86.23,2023-01-02 03:22:39,delivered,debit_card,standard,5.06
110,175ef4ac-d528-40d5-8211-8345b8762a20,P00181,Beverages,26.63,2023-01-02 05:12:54,delivered,cash,express,8.64
111,561b919d-a257-4cfd-9268-104e4da12f3f,P00482,Snacks,24.46,2023-01-02 20:51:00,delivered,bank_transfer,standard,4.87
112,31dcc63a-a164-4d2d-89b7-b860fa4de7ad,P00018,Beverages,90.96,2023-01-02 06:01:17,delivered,bank_transfer,standard,3.07
113,c15c1266-1943-4296-8c4e-3cfcafa9dee5,P01251,Technology,81.15,2023-01-02 05:05:23,delivered,debit_card,standard,5.01
114,98276daf-08ae-4695-9e61-145b1c9ded29,P00195,Beverages,98.86,2023-01-02 14:06:52,delivered,debit_card,standard,5.15
115,bb8a4cf5-9268-4013-b853-b6cca5801c31,P00023,Beverages,39.83,2023-01-02 23:59:01,delivered,credit_card,standard,5.24
116,36e01744-6339-400f-924f-83b3f15149b3,P00346,Snacks,51.88,2023-01-02 16:21:29,delivered,debit_card,standard,5.2
117,9c901ac3-f6b5-4ef7-a970-c657da0532a5,P00314,Snacks,83.47,2023-01-02 12:15:00,delivered,credit_card,standard,4.72
118,8c8e6385-5b3f-4899-bea7-611de56e23b9,P00671,Household,6.83,2023-01-02 05:49:17,delivered,credit_card,express,10.38
119,4efdca6f-59f9-415c-81e0-14a154b8999a,P00756,Personal Care,3.09,2023-01-02 11:28:27,delivered,credit_card,pickup,0.0
120,56cc5d8e-4067-40ed-8494-60fa1231dca9,P00230,Beverages,72.59,2023-01-02 13:03:19,delivered,credit_card,pickup,0.0
121,0ca912e9-02e4-418f-8b6b-cf837b5fc347,P00184,Beverages,65.24,2023-01-02 15:25:25,delivered,debit_card,standard,3.98
122,f3983091-d4cf-4ba0-a1ba-50631458b897,P00635,Household,80.57,2023-01-02 18:08:46,delivered,cash,express,13.62
123,802f4387-c0e7-4f8f-9a2e-e94c2c7c769e,P01018,Technology,79.59,2023-01-02 05:38:41,delivered,cash,express,9.89
124,d8b01fab-45d5-47e1-90ac-c92d49640b2b,P01075,Technology,52.57,2023-01-02 13:03:14,delivered,debit_card,express,10.26
125,5d5ea4cf-8628-4674-bfb7-7d9aa6816c38,P00558,Household,92.2,2023-01-02 21:10:01,delivered,credit_card,standard,3.38
126,da860243-3e45-4e04-94c1-2499bbb7b45d,P01031,Technology,88.68,2023-01-02 13:39:17,delivered,credit_card,standard,5.38
127,df974516-4022-40d7-8b74-b2b73a93289d,P00442,Snacks,64.55,2023-01-02 02:31:46,delivered,paypal,standard,5.74
128,d9fd0213-e645-485c-a10a-6b06793a7cad,P01079,Technology,109.95,2023-01-02 09:24:05,delivered,paypal,express,8.6
129,ca0ec349-0b7f-4a7f-be95-e056b4be63f0,P00709,Household,75.76,2023-01-02 18:54:49,delivered,credit_card,express,11.89
130,1c781484-3f26-41ac-86b1-32858d2e82b6,P00250,Beverages,70.84,2023-01-02 13:56:32,delivered,credit_card,standard,5.84
131,3888ac80-c34b-4f63-a464-0151388719d5,P01024,Technology,96.11,2023-01-02 02:51:37,delivered,credit_card,standard,5.12
132,5444f370-4e1d-43ad-9e21-b38b807568aa,P00114,Beverages,5.34,2023-01-02 14:11:00,delivered,cash,express,11.95
133,cafeaf80-62aa-4584-8801-c6abc10dce58,P01155,Technology,77.25,2023-01-02 19:08:39,delivered,bank_transfer,pickup,0.0
134,48a4c69d-4858-483b-8bc2-8a54c2eba1ab,P00770,Personal Care,9.06,2023-01-02 10:57:00,delivered,paypal,standard,4.73
135,2d33801e-91ae-4a0c-a26b-501c2e72c060,P00782,Personal Care,93.84,2023-01-02 07:38:26,delivered,credit_card,express,11.06
136,73c65a79-9ebc-4cce-a5c7-af0b46b92582,P00423,Snacks,7.97,2023-01-02 11:15:29,delivered,credit_card,standard,6.04
137,cd816559-1e06-4ac9-8376-c70a51f2e3d3,P01180,Technology,24.89,2023-01-02 23:17:23,delivered,debit_card,express,9.43
138,b0e4cdde-436d-4237-b7c9-2efaa88f1e10,P01018,Technology,85.96,2023-01-02 19:50:52,delivered,debit_card,standard,4.4
139,b2db0afc-1446-40af-b798-73b201247fb9,P00446,Snacks,97.17,2023-01-02 03:41:37,failed,debit_card,express,12.35
140,26b7f88e-c5f5-4f46-b34f-f379cc07b461,P00589,Household,92.15,2023-01-02 22:15:06,delivered,debit_card,express,7.5
141,ba150853-371a-4b19-9c2e-e4fad86e31ef,P00667,Household,89.05,2023-01-02 18:27:31,delivered,bank_transfer,express,15.35
142,59fa0be5-6d29-4e90-a323-d9fa86bf1e0c,P00340,Snacks,46.36,2023-01-02 09:49:48,delivered,bank_transfer,express,8.48
143,3c8099c9-f9eb-4d6a-8be0-6d016ffa531e,P01007,Technology,19.16,2023-01-02 00:27:46,delivered,debit_card,express,10.54
144,114ad125-abb8-4aae-aee1-d4276fa0dd10,P00528,Household,72.19,2023-01-02 06:38:01,delivered,cash,standard,4.47
145,4c0daddb-2073-430e-ab40-1bcca92effa9,P01044,Technology,87.77,2023-01-02 13:10:58,delivered,credit_card,standard,5.52
146,f0f35f2d-0055-4ad7-8dc3-f36d65c1245f,P00320,Snacks,91.38,2023-01-02 20:06:18,delivered,debit_card,standard,6.15
147,cc8bc12e-369c-4904-bc9d-670ae11adc42,P00032,Beverages,76.12,2023-01-02 23:41:29,delivered,credit_card,standard,3.02
148,75a248a2-739d-4198-8d51-53da78c8eafe,P00219,Beverages,78.76,2023-01-02 19:14:09,delivered,debit_card,express,11.81
149,82dc8a24-d46c-4285-9ad1-a7a039381fd5,P00456,Snacks,59.08,2023-01-02 14:04:38,delivered,credit_card,express,9.74
150,598f14f2-aeef-414d-be2f-ca5060845e33,P00200,Beverages,41.94,2023-01-02 12:11:31,delivered,credit_card,standard,5.81
152,6ad7ec68-56ce-4c83-b10a-a7abd396d313,P00313,Snacks,39.79,2023-01-02 03:48:59,delivered,debit_card,standard,4.44
153,09a903d1-d8e9-4f38-a4e6-1d9f468579fe,P00224,Beverages,66.45,2023-01-02 17:33:35,delivered,debit_card,standard,5.07
154,a4cdbf67-411c-4e99-8796-cc49dcbdb885,P00099,Beverages,55.43,2023-01-02 21:31:28,delivered,bank_transfer,standard,5.32
155,92359a7e-4cff-4922-b8a9-c985deb81416,P00535,Household,75.19,2023-01-02 01:37:28,delivered,credit_card,standard,4.49
156,31719db5-ec45-4484-a37e-b1d0bcbf6835,P00313,Snacks,38.29,2023-01-02 03:26:48,delivered,bank_transfer,express,10.34
157,5c0ba661-939a-4d43-821a-5851d96a2a33,P01005,Technology,72.16,2023-01-02 21:35:25,delivered,credit_card,standard,5.13
158,a1d48a10-38de-4f76-9bd7-11058002137a,P00389,Snacks,90.31,2023-01-02 14:14:31,delivered,cash,pickup,0.0
159,e5f77f44-93c2-4fa8-872b-a1ebae32046d,P01236,Technology,2.04,2023-01-02 06:11:39,delivered,debit_card,standard,5.56
160,98c66015-debe-4ffb-aa6c-d952d493de68,P01147,Technology,32.17,2023-01-02 22:27:17,delivered,debit_card,standard,3.3
161,3b7ac172-1a47-4e88-9374-c783c22e297f,P00967,Personal Care,85.19,2023-01-02 12:27:20,delivered,credit_card,express,8.39
162,6274e4c9-8201-4db8-a82d-4145141c1243,P00340,Snacks,54.14,2023-01-02 01:36:23,delivered,debit_card,standard,4.1
163,6dbe6626-3a69-44bd-b5de-62ea4ec873ce,P01192,Technology,84.89,2023-01-02 17:09:45,delivered,cash,standard,5.29
164,797f35fc-c427-4bcb-afda-a2165cec630f,P00064,Beverages,60.16,2023-01-02 21:40:40,delivered,bank_transfer,express,13.55
165,2e065e21-fa3b-418f-a84d-837e7d58e944,P00189,Beverages,72.35,2023-01-02 16:38:44,delivered,credit_card,express,12.1
166,a8c0678c-946b-4fe9-bafe-e782e789377d,P00876,Personal Care,34.61,2023-01-02 18:01:04,delivered,credit_card,standard,3.78
167,b65268ce-54f2-4ea1-94b3-0cf31fdaee2a,P00528,Household,76.36,2023-01-02 09:22:17,delivered,bank_transfer,pickup,0.0
168,9f4f87a1-a85c-4711-8a3d-a28f223b1d1e,P00702,Household,94.91,2023-01-02 02:46:46,delivered,cash,express,8.88
169,ea2395dd-5cf0-4bea-995f-95780078cbbe,P00945,Personal Care,49.67,2023-01-02 16:03:45,delivered,credit_card,express,9.87
170,78920864-23f5-47f8-aab3-4a52792c3613,P00761,Personal Care,31.52,2023-01-02 13:55:41,delivered,credit_card,standard,5.59
171,7ed19579-443d-4be8-9155-3ac9863e9a43,P00714,Household,86.28,2023-01-02 01:48:50,delivered,credit_card,pickup,0.0
172,93394845-880f-451a-b49f-ebc03651580a,P00671,Household,6.76,2023-01-02 17:51:04,delivered,credit_card,standard,4.13
173,69282178-f264-4371-97d9-bff9bc0dc5a7,P00300,Snacks,52.16,2023-01-02 08:08:42,delivered,bank_transfer,standard,6.0
174,73851a0a-85b4-47c0-ad3d-e0a9b6d8504c,P00352,Snacks,92.13,2023-01-02 14:17:32,delivered,credit_card,standard,6.15
175,74832094-c11e-491c-bc7e-ff3ac2f870cf,P00834,Personal Care,53.49,2023-01-02 22:54:15,delivered,credit_card,standard,4.03
176,976ddc9e-4f5e-40dc-905e-3357abae7050,P00644,Household,60.73,2023-01-02 19:14:39,delivered,cash,standard,4.56
177,973b904d-7ba1-4b56-8108-d9ff808ba7f7,P00755,Personal Care,40.26,2023-01-02 00:08:13,delivered,credit_card,standard,6.54
178,831bf644-496b-4535-bf5c-00e81b522f5a,P01037,Technology,69.72,2023-01-02 21:31:01,delivered,debit_card,standard,5.29
179,ae5e4980-6a32-40db-b076-63fc5a64f7b2,P00951,Personal Care,6.64,2023-01-02 17:03:59,delivered,credit_card,standard,4.29
180,5f4749ea-2cdb-4831-ac6e-6521fb130556,P00181,Beverages,25.04,2023-01-02 22:10:35,delivered,credit_card,pickup,0.0
181,2154ede3-0b21-49e2-b7b3-a393e7a54eaa,P00475,Snacks,23.45,2023-01-02 22:42:21,delivered,bank_transfer,standard,4.67
182,e7c7828e-dada-425a-ba0d-01a8270dd40c,P00093,Beverages,91.28,2023-01-02 03:51:27,delivered,debit_card,standard,6.75
183,cb6e9c2f-a5ad-46be-9a7c-a3458ce01f21,P01007,Technology,20.86,2023-01-02 16:04:45,delivered,cash,standard,4.68
184,eb207ecd-619e-44e5-81c3-f8b67b28801d,P00326,Snacks,37.87,2023-01-02 04:24:38,delivered,debit_card,standard,5.87
185,e49ad9d0-03cb-436c-b261-0d4ba6e50ec1,P00674,Household,61.42,2023-01-02 04:23:39,delivered,bank_transfer,standard,5.22
186,93f45d4e-3c23-468c-b8d3-258a2a98cfca,P00813,Personal Care,60.93,2023-01-02 09:09:04,delivered,debit_card,standard,4.62
187,f94053e0-9486-4ce9-8f13-f967c8b483a1,P01146,Technology,10.38,2023-01-02 22:26:08,delivered,debit_card,standard,4.23
188,e49d699d-38f9-41d8-ab5e-6f009cadad0e,P00761,Personal Care,27.91,2023-01-02 10:38:20,delivered,paypal,standard,2.62
189,e413ec9f-014b-4de2-a3b3-ca06f7c24b7d,P00394,Snacks,62.63,2023-01-02 00:37:37,delivered,credit_card,standard,6.18
190,cc74fe7d-a4f6-49a2-a47d-9c3222c0ad21,P01142,Technology,56.38,2023-01-02 22:18:52,delivered,cash,standard,4.29
191,bb8a4cf5-9268-4013-b853-b6cca5801c31,P00996,Personal Care,71.52,2023-01-02 22:32:49,delivered,paypal,standard,4.28
192,31148ff4-b807-4857-905e-338905e82769,P00021,Beverages,21.73,2023-01-02 02:23:14,delivered,debit_card,standard,4.49
193,4f93305d-dc57-4000-9167-146d53145520,P00334,Snacks,57.42,2023-01-02 05:49:38,delivered,paypal,standard,4.59
194,80d3bafb-5076-4235-8fae-cf84ad96daf1,P01014,Technology,86.05,2023-01-02 04:15:20,delivered,debit_card,standard,4.02
195,275d9d92-d272-4ae5-891e-ea4ed9d2aa00,P00632,Household,79.03,2023-01-02 11:45:29,delivered,credit_card,standard,3.39
196,d6ae0f07-1c17-4002-bbfd-84c5e6b107b1,P01065,Technology,34.04,2023-01-02 05:08:01,delivered,debit_card,standard,5.58
197,680b27fa-4853-4069-b1f4-fa0ac7197c1a,P00288,Snacks,84.62,2023-01-02 07:42:19,delivered,debit_card,pickup,0.0
198,cafeaf80-62aa-4584-8801-c6abc10dce58,P00241,Beverages,88.77,2023-01-02 05:42:24,delivered,paypal,standard,7.04
199,e2b3f4f0-1ba0-4c3f-a545-38f78654e75c,P01191,Technology,82.73,2023-01-02 23:27:29,delivered,debit_card,standard,4.09
200,12531562-13fd-4143-a407-334fc8117e42,P00644,Household,60.55,2023-01-02 22:36:45,delivered,debit_card,express,13.04
201,479a1984-6852-49b2-ab0e-571682030464,P00170,Beverages,36.59,2023-01-02 19:29:42,delivered,credit_card,express,9.19
202,f79d33d2-784e-443c-a345-b31c2de4ae80,P00274,Snacks,41.41,2023-01-02 19:18:38,delivered,debit_card,standard,4.62
